bib,title,note_num,note,type
17517354,"Emigration and Coolie immigration, 1889. Volume 1, Despatches (except British Guiana and Trinidad).",2,Title from publisher's website.,a
17517355,"Emigration (and Coolie immigration), 1889. Volume 2, Despatches British Guiana and Trinidad.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517355,"Emigration (and Coolie immigration), 1889. Volume 2, Despatches British Guiana and Trinidad.",2,Title from publisher's website.,a
17517356,"Emigration (and Coolie immigration), 1889. Volume 3, Offices, companies and crown agents.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517356,"Emigration (and Coolie immigration), 1889. Volume 3, Offices, companies and crown agents.",2,Title from publisher's website.,a
17517357,"Emigration (and Coolie immigration), 1889. Volume 4, Agents (except crown agents), individuals and surgeons.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517357,"Emigration (and Coolie immigration), 1889. Volume 4, Agents (except crown agents), individuals and surgeons.",2,Title from publisher's website.,a
17517358,"Emigration (Coolie immigration), 1890. Volume 1, Eastern, Australian and miscellaneous colonies.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517358,"Emigration (Coolie immigration), 1890. Volume 1, Eastern, Australian and miscellaneous colonies.",2,Title from publisher's website.,a
17517359,"Emigration (and Coolie immigration), 1890. Volume 2, Despatches, West Indian colonies (except Trinidad).",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517359,"Emigration (and Coolie immigration), 1890. Volume 2, Despatches, West Indian colonies (except Trinidad).",2,Title from publisher's website.,a
17517360,"Emigration (Coolie immigration), 1890. Volume 3, Correspondence, Secretary of State, despatches, Trinidad, offices and companies.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517360,"Emigration (Coolie immigration), 1890. Volume 3, Correspondence, Secretary of State, despatches, Trinidad, offices and companies.",2,The following foliated pages were not captured as they were blank: Folio 41 / 53 / 291 / 293 / 295 / 297 / 299 / 301 / 317 / 319 / 321 / 329 / 337 / 381 / 426 / 439 / 514 / 522 / 533 / 547 / 556 / 590 / 656 / 733.,o
17517360,"Emigration (Coolie immigration), 1890. Volume 3, Correspondence, Secretary of State, despatches, Trinidad, offices and companies.",3,Title from publisher's website.,a
17517361,"Emigration (and Coolie immigration), 1890. Volume 4, Companies, agents, and individuals.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517361,"Emigration (and Coolie immigration), 1890. Volume 4, Companies, agents, and individuals.",2,Title from publisher's website.,a
17517362,"Emigration (and Coolie immigration) 1891. Volume 1, Despatches, Eastern, Australian, miscellaneous and British Guiana.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517362,"Emigration (and Coolie immigration) 1891. Volume 1, Despatches, Eastern, Australian, miscellaneous and British Guiana.",2,Title from publisher's website.,a
17517363,"Emigration (and Coolie immigration), 1891. Volume 2, Despatches, West Indies.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517363,"Emigration (and Coolie immigration), 1891. Volume 2, Despatches, West Indies.",2,Title from publisher's website.,a
17517364,"Emigration (and Coolie immigration), 1891. Volume 3, Offices and individuals.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517364,"Emigration (and Coolie immigration), 1891. Volume 3, Offices and individuals.",2,The following foliated pages were not captured as they were blank: Folio 161 / 182 / 300 / 333 / 426 / 446 / 563 / 611 / 639 / 656 / 666 / 714 / 717,o
17517364,"Emigration (and Coolie immigration), 1891. Volume 3, Offices and individuals.",3,Title from publisher's website.,a
17517365,"Emigration (and Coolie immigration), 1892. Volume 1, Despatches, Eastern, Australian and miscellaneous.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517365,"Emigration (and Coolie immigration), 1892. Volume 1, Despatches, Eastern, Australian and miscellaneous.",2,Title from publisher's website.,a
17517366,"Emigration (and Coolie immigration), 1892. Volume 2, West Indian colonies.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517366,"Emigration (and Coolie immigration), 1892. Volume 2, West Indian colonies.",2,Title from publisher's website.,a
17517367,"Emigration (and Coolie immigration), 1892. Volume 3, Offices and individuals.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517367,"Emigration (and Coolie immigration), 1892. Volume 3, Offices and individuals.",2,Title from publisher's website.,a
17517368,"Emigration (and Coolie immigration), 1893. Volume 1, Eastern, Australian and British Guiana despatches.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517368,"Emigration (and Coolie immigration), 1893. Volume 1, Eastern, Australian and British Guiana despatches.",2,Title from publisher's website.,a
17517369,"Emigration (and Coolie immigration), 1893. Volume 2, Correspondence, Secretary of State, despatches, West Indies and miscellaneous offices and companies.",1,Title from publisher's website.,a
17517370,"Emigration (and Coolie immigration), 1893. Volume 3, Agents, individuals and surgeons.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517370,"Emigration (and Coolie immigration), 1893. Volume 3, Agents, individuals and surgeons.",2,Title from publisher's website.,a
17517371,"Emigration (and Coolie immigration), 1894. Volume 1.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517371,"Emigration (and Coolie immigration), 1894. Volume 1.",2,Title from publisher's website.,a
