bib,title,num,type,note,review,reviewer,source
17516997,Stripping an average Australian wheat crop : Postcard.,2,a,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,y,zid,zid
17516997,Stripping an average Australian wheat crop : Postcard.,3,o,"The reverse side has a outline map of Australia with 'Kinsmen! We Welcome You' printed across it, together with population statistics and a reference to the Australian Pavilion at the British Empire Exhibition, which was held at Wembley, England, from April-October 1924.",n,zid,zid
17516997,Stripping an average Australian wheat crop : Postcard.,4,a,Title from publisher's website.,y,zid,zid
17516998,Harvest-time in Australia : Postcard.,1,o,From collection: Emigrant Guides and Promotional Material,y,zid,zid
17516998,Harvest-time in Australia : Postcard.,2,a,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,y,zid,zid
17516998,Harvest-time in Australia : Postcard.,3,o,"The reverse side has a outline map of Australia with 'Kinsmen! We Welcome You' printed across it, together with population statistics and a reference to the Australian Pavilion at the British Empire Exhibition, which was held at Wembley, England, from April-October 1924.",n,zid,zid
17516998,Harvest-time in Australia : Postcard.,4,a,Title from publisher's website.,y,zid,zid
17516999,Breaking land for an orchard : Postcard.,1,o,From collection: Emigrant Guides and Promotional Material,y,zid,zid
17516999,Breaking land for an orchard : Postcard.,2,a,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,y,zid,zid
17516999,Breaking land for an orchard : Postcard.,3,o,"The reverse side has a outline map of Australia with 'Kinsmen! We Welcome You' printed across it, together with population statistics and a reference to the Australian Pavilion at the British Empire Exhibition, which was held at Wembley, England, from April-October 1924.",n,zid,zid
17516999,Breaking land for an orchard : Postcard.,4,a,Title from publisher's website.,y,zid,zid
17517000,Timber tramway in a beautiful setting : Postcard.,1,o,From collection: Emigrant Guides and Promotional Material,y,zid,zid
17517000,Timber tramway in a beautiful setting : Postcard.,2,a,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,y,zid,zid
17517000,Timber tramway in a beautiful setting : Postcard.,3,o,"The reverse side has a outline map of Australia with 'Kinsmen! We Welcome You' printed across it, together with population statistics and a reference to the Australian Pavilion at the British Empire Exhibition, which was held at Wembley, England, from April-October 1924.",n,zid,zid
17517000,Timber tramway in a beautiful setting : Postcard.,4,a,Title from publisher's website.,y,zid,zid
17517001,Mustering on a sheep station : Postcard.,1,o,From collection: Emigrant Guides and Promotional Material,y,zid,zid
17517001,Mustering on a sheep station : Postcard.,2,a,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,y,zid,zid
17517001,Mustering on a sheep station : Postcard.,3,o,"The reverse side has a outline map of Australia with 'Kinsmen! We Welcome You' printed across it, together with population statistics and a reference to the Australian Pavilion at the British Empire Exhibition, which was held at Wembley, England, from April-October 1924.",n,zid,zid
17517001,Mustering on a sheep station : Postcard.,4,a,Title from publisher's website.,y,zid,zid
17517002,A teamster's camp in Australia carting wheat to a railway station : Postcard.,1,o,From collection: Emigrant Guides and Promotional Material,y,zid,zid
17517002,A teamster's camp in Australia carting wheat to a railway station : Postcard.,2,a,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,y,zid,zid
17517002,A teamster's camp in Australia carting wheat to a railway station : Postcard.,3,o,"The reverse side has a outline map of Australia with 'Kinsmen! We Welcome You' printed across it, together with population statistics and a reference to the Australian Pavilion at the British Empire Exhibition, which was held at Wembley, England, from April-October 1924.",n,zid,zid
17517002,A teamster's camp in Australia carting wheat to a railway station : Postcard.,4,a,Title from publisher's website.,y,zid,zid
17517003,Dairy farming in Australia.,1,o,From collection: Emigrant Guides and Promotional Material,y,zid,zid
17517003,Dairy farming in Australia.,2,o,Front cover features a Daryl Lindsay print of a pastoral scene with cows and gum trees.,y,zid,zid
17517003,Dairy farming in Australia.,3,a,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,y,zid,zid
17517003,Dairy farming in Australia.,4,a,Title from publisher's website.,y,zid,zid
17517004,Wheat and sheep farming in Australia : Postcard.,1,o,From collection: Emigrant Guides and Promotional Material,y,zid,zid
17517004,Wheat and sheep farming in Australia : Postcard.,2,a,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,y,zid,zid
17517004,Wheat and sheep farming in Australia : Postcard.,3,a,Title from publisher's website.,y,zid,zid
17517005,Australia as I found it : being the actual experience of an English girl as told by herself.,1,o,From collection: Emigrant Guides and Promotional Material,y,zid,zid
17517005,Australia as I found it : being the actual experience of an English girl as told by herself.,2,a,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,y,zid,zid
17517005,Australia as I found it : being the actual experience of an English girl as told by herself.,3,a,Title from publisher's website.,y,zid,zid
17517006,The peril of Melbourne.,1,o,From collection: White Australia,y,zid,zid
17517006,The peril of Melbourne.,2,a,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,y,zid,zid
17517006,The peril of Melbourne.,3,a,Title from publisher's website.,y,zid,zid
17517007,"Passenger contract ticket : Carpentaria, Liverpool to Melbourne.",1,o,From collection: Tickets of Passage,y,zid,zid
17517007,"Passenger contract ticket : Carpentaria, Liverpool to Melbourne.",2,a,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,y,zid,zid
17517007,"Passenger contract ticket : Carpentaria, Liverpool to Melbourne.",3,a,Title from publisher's website.,y,zid,zid
17517008,"Passenger contract ticket : Netherby, Black Ball Line, steerage, London to Melbourne. [1].",1,o,From collection: Tickets of Passage,y,zid,zid
17517008,"Passenger contract ticket : Netherby, Black Ball Line, steerage, London to Melbourne. [1].",2,a,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,y,zid,zid
17517008,"Passenger contract ticket : Netherby, Black Ball Line, steerage, London to Melbourne. [1].",3,a,Title from publisher's website.,y,zid,zid
17517009,"Passenger contract ticket : Netherby, Black Ball Line, steerage, London to Melbourne. [2].",1,o,From collection: Tickets of Passage,y,zid,zid
17517009,"Passenger contract ticket : Netherby, Black Ball Line, steerage, London to Melbourne. [2].",2,a,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,y,zid,zid
17517009,"Passenger contract ticket : Netherby, Black Ball Line, steerage, London to Melbourne. [2].",3,a,Title from publisher's website.,y,zid,zid
17517010,"Passenger contract ticket : steerage passage on the Orient Line ship SS Liguria, London to Melbourne.",1,o,From collection: Tickets of Passage,y,zid,zid
17517010,"Passenger contract ticket : steerage passage on the Orient Line ship SS Liguria, London to Melbourne.",2,a,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,y,zid,zid
17517010,"Passenger contract ticket : steerage passage on the Orient Line ship SS Liguria, London to Melbourne.",3,a,Title from publisher's website.,y,zid,zid
17517011,"Passenger contract ticket : TSS Marathon, issued to E & J Brookfield, London to Melbourne.",1,o,From collection: Tickets of Passage,y,zid,zid
17517011,"Passenger contract ticket : TSS Marathon, issued to E & J Brookfield, London to Melbourne.",2,a,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,y,zid,zid
17517011,"Passenger contract ticket : TSS Marathon, issued to E & J Brookfield, London to Melbourne.",3,a,Title from publisher's website.,y,zid,zid
17517012,"Passenger contract ticket : SS Benalla, issued to Hugh Clement & Walter Biddleston, London to Sydney.",1,o,From collection: Tickets of Passage,y,zid,zid
17517012,"Passenger contract ticket : SS Benalla, issued to Hugh Clement & Walter Biddleston, London to Sydney.",2,a,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,y,zid,zid
17517012,"Passenger contract ticket : SS Benalla, issued to Hugh Clement & Walter Biddleston, London to Sydney.",3,a,Title from publisher's website.,y,zid,zid
17517013,"Passport for Setsutaro Hasegawa, Japanese migrant.",1,o,From collection: Personal Stories Collections,y,zid,zid
17517013,"Passport for Setsutaro Hasegawa, Japanese migrant.",2,a,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,y,zid,zid
17517013,"Passport for Setsutaro Hasegawa, Japanese migrant.",3,a,Title from publisher's website.,y,zid,zid
17517014,Italian photography company leaflet [fragment].,1,o,From collection: Personal Stories Collections,y,zid,zid
17517014,Italian photography company leaflet [fragment].,2,a,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,y,zid,zid
17517014,Italian photography company leaflet [fragment].,3,a,Title from publisher's website.,y,zid,zid
17517015,"Au crépuscule postcard : Lili Vrahamis to Letho Sigalas, Greece.",1,o,From collection: Personal Stories Collections,y,zid,zid
17517015,"Au crépuscule postcard : Lili Vrahamis to Letho Sigalas, Greece.",2,a,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,y,zid,zid
17517015,"Au crépuscule postcard : Lili Vrahamis to Letho Sigalas, Greece.",3,a,Title from publisher's website.,y,zid,zid
17517016,"Au crépuscule postcard : Letho Sigalas to Lili Vrahamis, Cairo.",1,o,From collection: Personal Stories Collections,y,zid,zid
17517016,"Au crépuscule postcard : Letho Sigalas to Lili Vrahamis, Cairo.",2,a,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,y,zid,zid
17517016,"Au crépuscule postcard : Letho Sigalas to Lili Vrahamis, Cairo.",3,a,Title from publisher's website.,y,zid,zid
17517017,"Chourmouze high school certificate, Lili Vrahamis, Athens.",1,o,From collection: Personal Stories Collections,y,zid,zid
17517017,"Chourmouze high school certificate, Lili Vrahamis, Athens.",2,a,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,y,zid,zid
17517017,"Chourmouze high school certificate, Lili Vrahamis, Athens.",3,a,Title from publisher's website.,y,zid,zid
17517018,"Passport for Stanio Fancoff, Bulgaria.",1,o,From collection: Personal Stories Collections,y,zid,zid
17517018,"Passport for Stanio Fancoff, Bulgaria.",2,a,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,y,zid,zid
17517018,"Passport for Stanio Fancoff, Bulgaria.",3,a,Title from publisher's website.,y,zid,zid
17517019,"Health certificate for Stanio Fancoff, Orient Line, Naples.",1,o,From collection: Personal Stories Collections,y,zid,zid
17517019,"Health certificate for Stanio Fancoff, Orient Line, Naples.",2,a,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,y,zid,zid
17517019,"Health certificate for Stanio Fancoff, Orient Line, Naples.",3,a,Title from publisher's website.,y,zid,zid
17517020,Anchor Line (Henderson Brothers) Limited scrapbook.,1,a,Title from publisher's website.,y,zid,zid
17517021,"Scrapbook of newspaper extracts on European ports : Antwerp, Rotterdam, Amsterdam, Hamburg.",1,a,Title from publisher's website.,y,zid,zid
17517022,Canada : descriptive atlas.,1,a,Title from publisher's website.,y,zid,zid
17517023,"Diary of emigrant Robert Pendlebury, passenger on SS Medic (White Star Line) Liverpool to Albany, Australia and train journey to Lawlers.",1,a,Title from publisher's website.,y,zid,zid
17517024,"Letter from Berkshire County, Massachusetts, USA to Joseph Schofield in Liverpool.",1,a,Title from publisher's website.,y,zid,zid
17517025,"Diary of a voyage from Auckland, New Zealand to Liverpool on ship Phoenix (White Star Line) / by passenger William Hodkinson.",1,o,"Please note: Final page of this diary is torn, with material missing.",y,zid,zid
17517025,"Diary of a voyage from Auckland, New Zealand to Liverpool on ship Phoenix (White Star Line) / by passenger William Hodkinson.",2,a,Title from publisher's website.,y,zid,zid
17517026,"To Canada and back : memoir and photographs of the Clark Family on their farmstead in Nova Scotia, Canada.",1,a,Title from publisher's website.,y,zid,zid
17517027,Papers from the Neal family : including photographs and ephemera for RMS Aquitania and RMS Franconia.,1,a,Title from publisher's website.,y,zid,zid
17517028,Money orders sent to Margaret McHugh from the Irish Emigrant Society of New York.,1,a,Title from publisher's website.,y,zid,zid
