bib,title,note_num,note_text,note_type,record_total_notes,a_count,w_count,o_count,aw_count,ow_count,ao_count,unknown_count,source
17517022,Canada : descriptive atlas.,1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517023,"Diary of emigrant Robert Pendlebury, passenger on SS Medic (White Star Line) Liverpool to Albany, Australia and train journey to Lawlers.",1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517024,"Letter from Berkshire County, Massachusetts, USA to Joseph Schofield in Liverpool.",1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517025,"Diary of a voyage from Auckland, New Zealand to Liverpool on ship Phoenix (White Star Line) / by passenger William Hodkinson.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517026,"To Canada and back : memoir and photographs of the Clark Family on their farmstead in Nova Scotia, Canada.",1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517027,Papers from the Neal family : including photographs and ephemera for RMS Aquitania and RMS Franconia.,1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517028,Money orders sent to Margaret McHugh from the Irish Emigrant Society of New York.,1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517029,Australia : information for you.,1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517030,Postcard of the Minnedosa : sent from the landing stage at Liverpool and a photograph of a group of adults and children behind the lifebelt of Carnarvon Bay.,1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517031,"Colonial emigration form no. 29 : form of certificate of provisions, medical comforts and miscellaneous articles for ship Avon, to Trinidad and certificate of scale of provisions and miscellaneous articles for emigrant vessels.",1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517032,Decorative postcard : SS Celtic hands across the sea.,1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517033,Victualling scale for steerage passengers to North America for 32 days.,1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517034,Information pamphlets for emigrants travelling to New Zealand.,1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517035,"Photographs and ephemera from an emigrant voyage to Canada on the Canadian Pacific ship Montrose, June 1924 and the return journey on Montclare, Jan 1925.",1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517036,"Surgeon's certificate of good treatment on the voyage for the ship Caroline taking emigrants at public expense to Moreton Bay, Brisbane, New South Wales [now Queensland], Australia.",1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517037,"County court, Kings County : certificate of naturalization for the United States of America for John Hughes.",1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517038,Henry Greenblatt papers.,1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517039,Collection of ephemera from Shaw Savill Line vessel Southern Cross.,1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517040,"Orient Line, Shaw Savill and Albion and Blue Star Line Voyage ephemera : particularly related to SS Orontes.",1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517041,Wills cigarette cards of famous British liners.,1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517042,"Sailing bills for Shaw Savill and Blue Funnel joint service, Liverpool to Australia.",2,Title from publisher's website.,a,2,1,1,0,0,0,0,0,daniel
17517043,"Brochure for Dominion Monarch, Shaw Savill Line, England-South Africa-Australia-New Zealand.",2,Title from publisher's website.,a,2,1,1,0,0,0,0,0,daniel
17517044,"Shaw Savill Lines, England, South Africa, Australia and New Zealand : fare schedule.",2,Title from publisher's website.,a,2,1,1,0,0,0,0,0,daniel
17517045,"Passenger list : Shaw Savill and Albion Line, R.M.S. Ionic.",2,Title from publisher's website.,a,2,1,1,0,0,0,0,0,daniel
17517046,"Passenger list : Shaw Savill and Albion Co., Ltd. : Royal Mail line between London and New Zealand via Panama Canal, R.M.S. Corinthic.",2,Title from publisher's website.,a,2,1,1,0,0,0,0,0,daniel
17517047,"Unused passengers log : Shaw Savill and Albion Co., Ltd. : Royal Mail line between London and New Zealand via Panama Canal.",2,Title from publisher's website.,a,2,1,1,0,0,0,0,0,daniel
17517048,"Shaw Savill & Albion Co. Royal Mail steamship line : London & Plymouth to Teneriffe, Capetown, Tasmania (Hobart), Australia & New Zealand : official guide and handbook, 1910.",2,Cover title.,a,2,1,1,0,0,0,0,0,daniel
17517049,"Programme of entertainment in aid of the Liverpool seamen's orphanage on board R.M.S. Runic, Shaw Savill and Albion Line.",2,Title from publisher's website.,a,2,1,1,0,0,0,0,0,daniel
17517050,"Timetable of Royal Mail steamers between London and New Zealand, Shaw Savill and Albion Co. Limited.",2,Title from publisher's website.,a,2,1,1,0,0,0,0,0,daniel
17517051,"Christmas menus from R.M.S. Gothic, Shaw Savill and Albion (White Star Line).",2,Title from publisher's website.,a,2,1,1,0,0,0,0,0,daniel
17517052,"Concert programme on board R.M.S. Doric, Shaw Savill and Albion Line, in aid of Dreadnought Seamans Hospital.",2,Title from publisher's website.,a,2,1,1,0,0,0,0,0,daniel
17517053,"Sailing bill for Shaw Savill and Albion, Royal Mail steamers to and from New Zealand with fleet and fares.",2,Title from publisher's website.,a,2,1,1,0,0,0,0,0,daniel
17517054,"Passenger list and log for R.M.S. Tainui, Shaw Savill and Albion Line : London-Plymouth-The Cape of Good Hope-Tasmania-New Zealand.",2,Title from publisher's website.,a,2,1,1,0,0,0,0,0,daniel
17517055,"Passenger list and log for R.M.S. Ionic, Shaw Savill and Albion Line : London-Plymouth-Tenerife-The Cape of Good Hope-Tasmania-New Zealand.",2,Title from publisher's website.,a,2,1,1,0,0,0,0,0,daniel
17517056,"Plan of poop accommodation for clipper ship Monarch and sailing bill for Shaw Savill and Albion, Royal Mail steamers between London and New Zealand with fleet and timetables.",2,Title from publisher's website.,a,2,1,1,0,0,0,0,0,daniel
17517057,"Diary of a voyage from Liverpool to Melbourne, Australia and Auckland, New Zealand aboard ship General Roberts.",1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517058,Diary of a voyage from Liverpool to Auckland leaving Liverpool for Melbourne by the fine clipper ship General Roberts.,1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517059,"Henry S. King & Co's hand book for homeward-bound travellers from India, Australia, and the East.",1,Cover title.,a,1,1,0,0,0,0,0,0,daniel
17517060,"Passenger voyage diary of emigrants Samuel and Isabel Haigh from Stockport on board the Mahana (Shaw, Savill and Albion) : Liverpool to Wellington, New Zealand via the Panama Canal.",1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517061,Journal of Alfred Holt (Alfred Holt Shipping Co.) on a trip to the United States on ship Tagus.,2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517062,"Letters of Henry Cobham and his father, George Ashworth Cobham, of Cobham Park, Warren County, Pennsylvania, United States to their cousin and nephew John Cobham, Liverpool, England.",1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517063,Beakbane family correspondence regarding Canada.,1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517064,Legal papers regarding William Duggan emigrating to Florida.,1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517065,Letters from America.,1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517066,Letter from Australia / James Brightman.,1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517067,George Sneddon letters on the California gold rush.,1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517068,A letter from John Keenan regarding travel from Liverpool to the United States.,1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517069,Contract for an emigrant hostel.,1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517070,"Danson's records on emigration, immigration, imports and exports.",1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517071,"Family Colonisation Loan Society, by the grant of loans for two years or more without interest : or, A system of emigration to the colonies of New South Wales, Port Phillip, and South Australia in a letter dedicated by permission to Lord Ashley M.P. / by Mrs. Chisholm.",1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517072,Papers regarding a voyage to Australia.,1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517073,Letters to America.,1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517074,Memoirs and remarks during the voyage of myself and family from Derby in England to America.,1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517075,Tender for passage accommodation and diet of persons embarking from Birkenhead docks to Australia.,1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517076,Baines' correspondence with emigration commissioners regarding a cholera outbreak on an emigrant ship.,1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517077,"Voyage diary of Sarah Stephens of Montgomery sailing on the Cardigan Castle from Gravesend, England to Lyttleton, New Zealand.",1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517078,Letters from Thomas Gregory in America to his family in England.,1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517080,"Letter from immigrants Edith, Henry and Lucy Nayler to Uncle Thos (Thomas) Smith in Doncaster, England.",1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517081,"Letter from Canadian immigrant named Sidney to his Aunt Mary in Newton-Le-Willows, Lancashire, England.",1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517082,"Letter from G. B. Smith to his brother in Doncaster, Yorkshire, England : written on the back of a large coloured map of Illinois, United States.",1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517083,"Travel and emigrant agents brochure / published by J. Jackson and Sons, Liverpool.",1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517084,"A completed ticket in the name of James Farrell for the ship Princeton, Liverpool to New York.",1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517085,"Diary of William Culshaw Greenhalgh aboard the Marco Polo, Black Ball Line on a passage from Liverpool to Australia.",1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517086,"An incomplete Swedish ticket from the Guion-Line, Göenburgh to Hull, then Liverpool to New York.",1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517087,Letter describing a voyage to Australia.,2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517088,Health officer's report at Port Jackson.,2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517089,Passenger list.,2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517090,Death and marriage certificates for the Hedges family.,2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517091,Hedges family tree.,2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517092,Will of John Hedges.,2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517093,List of children of John Hedges and Harriet Elizabeth Sharp.,2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517094,Life of John Hedges / [written by his descendants].,2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517097,"Correspondence to Mr A Nash from Allan Bros and Co. : regarding booking of passage on SS Polynesian from Liverpool, England to Toronto, Canada.",1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517098,"Notebook of W. R. Dunn : containing his thoughts, family photographs and some illustrations.",1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517099,Passenger journal of the voyage of J. T. Deighton on board the Fred Warren from Liverpool to Melbourne.,1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517100,"Advertising leaflet from licensed emigration agents, Richard Marcroft & Son.",1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517101,"Naturalization certificate granted to Isaac Whitehead by the State of Ohio, United States.",1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517102,"Handwritten diary from a passenger on Morning Light from Liverpool, England to Melbourne, Australia.",1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517103,"Letters and used passenger tickets regarding shipping agent Henry Boyd of Liverpool for passages to United States, Canada and Australia.",1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517104,"Bound volume of indexed notes, statistics, sailing information, laws, regulations and agreements regarding emigrant traffic of the Cunard Line to Mediterranean ports.",1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517105,"The Emett (Emmett) Greaves Preston letters sent from Richard Nuttal Preston to his Aunt and Uncle J. Greaves in Liverpool, England.",1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517106,"Statement signed by the captain, second mate and carpenter of the emigrant sailing ship Conway (James Baines & Co) : re. the circumstances surrounding the ship pulling into the port of Greenock on 25 January 1854 after severe gales had damaged the jig-boom : on board there were three hundred and eighty two emigrants bound for Australia : on the 27 January cholera broke out, as a consequence, the ship was put into quarantine.",1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517107,Over the ocean : scrapbook compiled by an emigrant who sailed on the Cunard Line ship Campania to Canada.,1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517108,Letters to Henry Eves awarding him a silver medal for his role in rescuing crew from the derelict Dutch steamer Anna.,1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517109,Note paper from the Anchor Line.,1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517110,Advertisements for sailing on a range of shipping lines.,1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517112,J. Bruce Ismay account book.,2,Title from publisher's website.,a,2,1,1,0,0,0,0,0,daniel
17517113,Sailing cards for the Liverpool to New York service on the National Line.,2,Title from publisher's website.,a,2,1,1,0,0,0,0,0,daniel
17517114,Correspondence and accounts of T. H. Ismay and J. B. Ismay.,2,Title from publisher's website.,a,2,1,1,0,0,0,0,0,daniel
17517115,Collection of correspondence regarding the organisation of papers and old account books after the death of Thomas H. Ismay.,2,Title from publisher's website.,a,2,1,1,0,0,0,0,0,daniel
17517116,List of T. H. Ismay's papers.,2,Title from publisher's website.,a,2,1,1,0,0,0,0,0,daniel
17517117,Purchase agreement from the Oceanic Steam Navigation Company.,2,Title from publisher's website.,a,2,1,1,0,0,0,0,0,daniel
17517118,Financial papers regarding the formation and liquidation of the Inman Steamship Company.,1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517119,Passenger list for RMS Vancouver.,1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517120,"Illustrated London news. No. 379, vol. XV.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517121,Records from America.,1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517122,National Children's Homes including a personal account of the SS Polynesian voyage in 1873.,1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517123,Captain Dutton letters.,2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
