bib,title,note_num,note
17517009,"Passenger contract ticket : Netherby, Black Ball Line, steerage, London to Melbourne. [2].",2,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.
17517009,"Passenger contract ticket : Netherby, Black Ball Line, steerage, London to Melbourne. [2].",3,Title from publisher's website.
17517010,"Passenger contract ticket : steerage passage on the Orient Line ship SS Liguria, London to Melbourne.",1,From collection: Tickets of Passage
17517010,"Passenger contract ticket : steerage passage on the Orient Line ship SS Liguria, London to Melbourne.",2,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.
17517010,"Passenger contract ticket : steerage passage on the Orient Line ship SS Liguria, London to Melbourne.",3,Title from publisher's website.
17517011,"Passenger contract ticket : TSS Marathon, issued to E & J Brookfield, London to Melbourne.",1,From collection: Tickets of Passage
17517011,"Passenger contract ticket : TSS Marathon, issued to E & J Brookfield, London to Melbourne.",2,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.
17517011,"Passenger contract ticket : TSS Marathon, issued to E & J Brookfield, London to Melbourne.",3,Title from publisher's website.
17517012,"Passenger contract ticket : SS Benalla, issued to Hugh Clement & Walter Biddleston, London to Sydney.",1,From collection: Tickets of Passage
17517012,"Passenger contract ticket : SS Benalla, issued to Hugh Clement & Walter Biddleston, London to Sydney.",2,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.
17517012,"Passenger contract ticket : SS Benalla, issued to Hugh Clement & Walter Biddleston, London to Sydney.",3,Title from publisher's website.
17517013,"Passport for Setsutaro Hasegawa, Japanese migrant.",1,From collection: Personal Stories Collections
17517013,"Passport for Setsutaro Hasegawa, Japanese migrant.",2,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.
17517013,"Passport for Setsutaro Hasegawa, Japanese migrant.",3,Title from publisher's website.
17517014,Italian photography company leaflet [fragment].,1,From collection: Personal Stories Collections
17517014,Italian photography company leaflet [fragment].,2,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.
17517014,Italian photography company leaflet [fragment].,3,Title from publisher's website.
17517015,"Au crépuscule postcard : Lili Vrahamis to Letho Sigalas, Greece.",1,From collection: Personal Stories Collections
17517015,"Au crépuscule postcard : Lili Vrahamis to Letho Sigalas, Greece.",2,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.
17517015,"Au crépuscule postcard : Lili Vrahamis to Letho Sigalas, Greece.",3,Title from publisher's website.
17517016,"Au crépuscule postcard : Letho Sigalas to Lili Vrahamis, Cairo.",1,From collection: Personal Stories Collections
17517016,"Au crépuscule postcard : Letho Sigalas to Lili Vrahamis, Cairo.",2,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.
17517016,"Au crépuscule postcard : Letho Sigalas to Lili Vrahamis, Cairo.",3,Title from publisher's website.
17517017,"Chourmouze high school certificate, Lili Vrahamis, Athens.",1,From collection: Personal Stories Collections
17517017,"Chourmouze high school certificate, Lili Vrahamis, Athens.",2,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.
17517017,"Chourmouze high school certificate, Lili Vrahamis, Athens.",3,Title from publisher's website.
17517018,"Passport for Stanio Fancoff, Bulgaria.",1,From collection: Personal Stories Collections
17517018,"Passport for Stanio Fancoff, Bulgaria.",2,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.
17517018,"Passport for Stanio Fancoff, Bulgaria.",3,Title from publisher's website.
17517019,"Health certificate for Stanio Fancoff, Orient Line, Naples.",1,From collection: Personal Stories Collections
17517019,"Health certificate for Stanio Fancoff, Orient Line, Naples.",2,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.
17517019,"Health certificate for Stanio Fancoff, Orient Line, Naples.",3,Title from publisher's website.
17517020,Anchor Line (Henderson Brothers) Limited scrapbook.,1,Title from publisher's website.
17517021,"Scrapbook of newspaper extracts on European ports : Antwerp, Rotterdam, Amsterdam, Hamburg.",1,Title from publisher's website.
17517022,Canada : descriptive atlas.,1,Title from publisher's website.
17517023,"Diary of emigrant Robert Pendlebury, passenger on SS Medic (White Star Line) Liverpool to Albany, Australia and train journey to Lawlers.",1,Title from publisher's website.
17517024,"Letter from Berkshire County, Massachusetts, USA to Joseph Schofield in Liverpool.",1,Title from publisher's website.
17517025,"Diary of a voyage from Auckland, New Zealand to Liverpool on ship Phoenix (White Star Line) / by passenger William Hodkinson.",1,"Please note: Final page of this diary is torn, with material missing."
17517025,"Diary of a voyage from Auckland, New Zealand to Liverpool on ship Phoenix (White Star Line) / by passenger William Hodkinson.",2,Title from publisher's website.
17517026,"To Canada and back : memoir and photographs of the Clark Family on their farmstead in Nova Scotia, Canada.",1,Title from publisher's website.
17517027,Papers from the Neal family : including photographs and ephemera for RMS Aquitania and RMS Franconia.,1,Title from publisher's website.
17517028,Money orders sent to Margaret McHugh from the Irish Emigrant Society of New York.,1,Title from publisher's website.
17517029,Australia : information for you.,1,Title from publisher's website.
17517030,Postcard of the Minnedosa : sent from the landing stage at Liverpool and a photograph of a group of adults and children behind the lifebelt of Carnarvon Bay.,1,Title from publisher's website.
17517031,"Colonial emigration form no. 29 : form of certificate of provisions, medical comforts and miscellaneous articles for ship Avon, to Trinidad and certificate of scale of provisions and miscellaneous articles for emigrant vessels.",1,Title from publisher's website.
17517032,Decorative postcard : SS Celtic hands across the sea.,1,Title from publisher's website.
17517033,Victualling scale for steerage passengers to North America for 32 days.,1,Title from publisher's website.
17517034,Information pamphlets for emigrants travelling to New Zealand.,1,Title from publisher's website.
17517035,"Photographs and ephemera from an emigrant voyage to Canada on the Canadian Pacific ship Montrose, June 1924 and the return journey on Montclare, Jan 1925.",1,Title from publisher's website.
17517036,"Surgeon's certificate of good treatment on the voyage for the ship Caroline taking emigrants at public expense to Moreton Bay, Brisbane, New South Wales [now Queensland], Australia.",1,Title from publisher's website.
17517037,"County court, Kings County : certificate of naturalization for the United States of America for John Hughes.",1,Title from publisher's website.
17517038,Henry Greenblatt papers.,1,Title from publisher's website.
17517039,Collection of ephemera from Shaw Savill Line vessel Southern Cross.,1,Title from publisher's website.
17517040,"Orient Line, Shaw Savill and Albion and Blue Star Line Voyage ephemera : particularly related to SS Orontes.",1,Title from publisher's website.
17517041,Wills cigarette cards of famous British liners.,1,Title from publisher's website.
17517042,"Sailing bills for Shaw Savill and Blue Funnel joint service, Liverpool to Australia.",1,From collection: Shaw Savill & Albion Company Papers
17517042,"Sailing bills for Shaw Savill and Blue Funnel joint service, Liverpool to Australia.",2,Title from publisher's website.
17517043,"Brochure for Dominion Monarch, Shaw Savill Line, England-South Africa-Australia-New Zealand.",1,From collection: Shaw Savill & Albion Company Papers
17517043,"Brochure for Dominion Monarch, Shaw Savill Line, England-South Africa-Australia-New Zealand.",2,Title from publisher's website.
17517044,"Shaw Savill Lines, England, South Africa, Australia and New Zealand : fare schedule.",1,From collection: Shaw Savill & Albion Company Papers
17517044,"Shaw Savill Lines, England, South Africa, Australia and New Zealand : fare schedule.",2,Title from publisher's website.
17517045,"Passenger list : Shaw Savill and Albion Line, R.M.S. Ionic.",1,From collection: Shaw Savill & Albion Company Papers
17517045,"Passenger list : Shaw Savill and Albion Line, R.M.S. Ionic.",2,Title from publisher's website.
17517046,"Passenger list : Shaw Savill and Albion Co., Ltd. : Royal Mail line between London and New Zealand via Panama Canal, R.M.S. Corinthic.",1,From collection: Shaw Savill & Albion Company Papers
17517046,"Passenger list : Shaw Savill and Albion Co., Ltd. : Royal Mail line between London and New Zealand via Panama Canal, R.M.S. Corinthic.",2,Title from publisher's website.
17517047,"Unused passengers log : Shaw Savill and Albion Co., Ltd. : Royal Mail line between London and New Zealand via Panama Canal.",1,From collection: Shaw Savill & Albion Company Papers
17517047,"Unused passengers log : Shaw Savill and Albion Co., Ltd. : Royal Mail line between London and New Zealand via Panama Canal.",2,Title from publisher's website.
17517048,"Shaw Savill & Albion Co. Royal Mail steamship line : London & Plymouth to Teneriffe, Capetown, Tasmania (Hobart), Australia & New Zealand : official guide and handbook, 1910.",1,From collection: Shaw Savill & Albion Company Papers
