bib,title,num,type,note,review,reviewer
1763635,"Sunday, or, The presence chamber : a town eclogue imitated from part of Virgil's Gallus, [ca. 1740].",1,o,1 page blank.,y,dm
1763635,"Sunday, or, The presence chamber : a town eclogue imitated from part of Virgil's Gallus, [ca. 1740].",2,o,"Transcribed by Horace Walpole with annotations, in his commonplace book of poems, pp. 33-8.",y,dm
1763635,"Sunday, or, The presence chamber : a town eclogue imitated from part of Virgil's Gallus, [ca. 1740].",3,o,Horace Walpole's note : This eclogue was wrote ... as a sequel to Lady Mary Wortley's Six.,y,dm
1763636,"An epitaph : great without titles, good without pretence, 1741.",1,o,"Transcribed by Horace Walpole in his commonplace book of poems, p. 38.",y,dm
1763638,"To the post-chaise that carries Lady Mary Wortley Montagu, 1741.",1,o,"Transcribed by Horace Walpole in his commonplace book of poems, p. 38.",y,dm
1763638,"To the post-chaise that carries Lady Mary Wortley Montagu, 1741.",2,w,"Published in Yale Edition of Horace Walpole's correspondence, v. 14. 246-7.",y,dm
1763641,"An address to Venus : General Churchill speaks, 1739.",1,w,"First line: O Venus, joy of man and gods.",y,dm
1763641,"An address to Venus : General Churchill speaks, 1739.",2,o,"Transcribed by Horace Walpole in his commonplace book of poems, p. 39.",y,dm
1763641,"An address to Venus : General Churchill speaks, 1739.",3,w,"An imitation of Horace, Odes I, xxx.",y,dm
1763641,"An address to Venus : General Churchill speaks, 1739.",4,w,"Published in William's Works, ed. Jeffery, 1822, i. 234-6 and YWC, v. 37.76.",y,dm
1763643,"Spectator see poor Charles at fifty four, [174-?].",1,o,"Transcribed by Horace Walpole in his commonplace book of poems, p. 39.",y,dm
1763643,"Spectator see poor Charles at fifty four, [174-?].",2,o,Annotated by Horace Walpole: I have since learned that these lines were Mallet's and Lady Mary [Wortley Montagu] ... seized them for her own.,y,dm
1763645,"Horace imitated : General Churchill speaks, 1741.",1,w,"Verse transcribed by Horace Walpole, with annotations, in his commonplace book of poems, p. 40.",y,dm
1763645,"Horace imitated : General Churchill speaks, 1741.",2,w,"An imitation of Horace, Odes III, xxvi.",y,dm
1763646,"Some fragments of a journey to Italy, [ca. 1740].",1,o,1 page blank.,y,dm
1763646,"Some fragments of a journey to Italy, [ca. 1740].",2,w,"Description in prose, transcribed by Horace Walpole's in his commonplace book of poems, pp. 40-2.",y,dm
1763647,"Ora : an eclogue imitated from Eraste, the fifth of Fontenelle, 1741.",1,o,1 page blank.,y,dm
1763647,"Ora : an eclogue imitated from Eraste, the fifth of Fontenelle, 1741.",2,o,"Transcribed by Horace Walpole, with annotations, in his commonplace book of poems, pp. 43-50.",y,dm
1763649,"The praises of a poet's life in imitation of the second epode of Horace, 1742.",1,o,"Transcribed by Horace Walpole, with annotations, in his commonplace book of poems, pp. 51-4.",y,dm
1763652,"An advertisement : to be seen alive at the Devil Tavern in Fleet Street just arrived from Lapland, 1742.",1,w,"Horace Walpole's pretended advertisement of the She-Witch from Lapland published in the Daily Advertiser, 28 December 1741.",y,dm
1763652,"An advertisement : to be seen alive at the Devil Tavern in Fleet Street just arrived from Lapland, 1742.",2,o,"Transcribed by Horace Walpole in his commonplace book of poems, p. 55-6.",y,dm
1763653,"The lessons for the day, 1742.",1,o,"Transcribed by Horace Walpole, with annotations, in his commonplace book of poems, pp. 55-8.",y,dm
1763653,"The lessons for the day, 1742.",2,w,"Published in London : W. Webb, 1742.",y,dm
1763658,"Aedes Walpolianae : a sermon on painting, 1742.",1,o,"Transcribed by Horace Walpole, with annotations in his commonplace book of poems. pp. 57-68.",y,dm
1763658,"Aedes Walpolianae : a sermon on painting, 1742.",2,w,"Published in the Aedes Walpolianae, 1747 [i.e. 1748].",y,dm
1763659,"Thamas Kouli Kan, Schah Nadir : to Henry Clinton earl of Lincoln, 1743.",1,o,"Transcribed by Horace Walpole, with annotations, in his commonplace book of poems, pp. 67-70.",y,dm
1763659,"Thamas Kouli Kan, Schah Nadir : to Henry Clinton earl of Lincoln, 1743.",2,w,Published in YWC 18.167-8.,y,dm
1763661,"A fairy tale, 1743.",1,w,Describes marriage of Lepell Hervey and Constantine Phipps.,y,dm
1763661,"A fairy tale, 1743.",2,o,"Transcribed by Horace Walpole, with annotations, in his commonplace book of poems, pp. 69-76.",y,dm
1763661,"A fairy tale, 1743.",3,w,Excerpt printed in YWC 17.274n.,y,dm
1763663,"The dear witches : an interlude being a parody on some scenes of Macbeth, 1743.",1,o,"Transcribed by Horace Walpole, with annotations, in his commonplace book of poems, pp. 75-92.",y,dm
1763663,"The dear witches : an interlude being a parody on some scenes of Macbeth, 1743.",2,w,"Printed in Old England, June 18, 1743 (no. 20). A copy of the newsprint (first leaf) is inserted inside back cover.",y,dm
1763664,"Patapan, or, The little white dog : a tale from Fontaine, 1743.",1,w,Published in YWC 30. Appendix 1.287-306.,y,dm
1763667,"Old England, or The Constitutional Journal, 1743 October 22.",1,o,"Transcribed by Horace Walpole, with annotations, in his commonplace book of poems, pp. 111-8.",y,dm
1763667,"Old England, or The Constitutional Journal, 1743 October 22.",2,o,Horace Walpole's copy of the newsprint is pasted on second-to-last page.,y,dm
1763667,"Old England, or The Constitutional Journal, 1743 October 22.",3,w,"""(No. 38).""",y,dm
1763669,"Little Peggy : a prophetic eclogue in imitation of Virgil's Pollio, 1743 November.",1,o,"Transcribed by Horace Walpole, with annotations, in his commonplace book of poems, pp. 119-22.",y,dm
1763669,"Little Peggy : a prophetic eclogue in imitation of Virgil's Pollio, 1743 November.",2,w,Published in YWC 30.307-10.,y,dm
1763671,"Verses addressed to the House of Lords on its receiving a new peer, 1744.",1,o,Horace Walpole's note : On Samuel Sandys Esq. being created a baron.,y,dm
1763671,"Verses addressed to the House of Lords on its receiving a new peer, 1744.",2,o,"Transcribed by Horace Walpole, with annotations in his commonplace book of poems, pp. 121-4.",y,dm
1763671,"Verses addressed to the House of Lords on its receiving a new peer, 1744.",3,w,Published in YWC 18.357-8.,y,dm
1763672,"Imitation of the first scene of the second act of Corneille's Cinna, 1744.",1,w,"A satire on Henry Pelham, John Selwyn and Richard Arundel, transcribed by Horace Walpole, with annotations, in his ommonplace book of poems, pp. 123-34.",y,dm
1763673,"A scheme for raising a large sum of money for the use of the government, by laying a tax on message cards and notes, 1746.",1,o,"Transcribed by Horace Walpole, with annotations, in his commonplace book of poems, pp. 133-44.",y,dm
1763673,"A scheme for raising a large sum of money for the use of the government, by laying a tax on message cards and notes, 1746.",2,w,Satirizes the fashionable practice of sending written messages on the most trivial occasions.,y,dm
1763673,"A scheme for raising a large sum of money for the use of the government, by laying a tax on message cards and notes, 1746.",3,w,"Published in The Museum, April 12, 1746 (no. 2).",y,dm
1763674,"Advertisement of a new book ... The history of good breeding, 1741.",1,o,2 pages blank.,y,dm
1763674,"Advertisement of a new book ... The history of good breeding, 1741.",2,o,"Transcribed by Horace Walpole, with annotations, in his commonplace book of poems, pp. 145-50.",y,dm
1763674,"Advertisement of a new book ... The history of good breeding, 1741.",3,w,"Published in: The Museum, No. 5, 1746.",y,dm
1763676,"Verses occasioned by a late will, ca. 1746 June 26, 1746.",1,o,"Horace Walpole's copy of The London Evening-Post, Tuesday June 24 to Thursday June 26, 1746 (no. 2908). Annotated and laid in his commonplace book of poems, inside back cover.",y,dm
1763686,"Verses occasioned by a late will, 1746.",1,o,"Horace Walpole's transcription, with annotations, in his commonplace book of poems, pp. 151-2.",y,dm
1763686,"Verses occasioned by a late will, 1746.",2,w,"Published in The London Evening Post, June 26, 1746 (no. 2908).",y,dm
1763686,"Verses occasioned by a late will, 1746.",3,o,Horace Walpole's copy of the newsprint is laid inside back cover.,y,dm
1763686,"Verses occasioned by a late will, 1746.",4,o,"Another verse in 6 lines entitled, ""To Mr. Pitt on the same occasion"" and a paragraph from another. Evening Post are also transcribed, pp. 151-2.",y,dm
1763692,"The beauties : an epistle to Eckardt, the painter, 1746 July.",1,o,"Transcribed by Horace Walpole, with annotations, in his commonplace book of poems, pp. 153-60.",y,dm
1763692,"The beauties : an epistle to Eckardt, the painter, 1746 July.",2,w,Published in the YWC 30. Appendix 4.324-9.,y,dm
1763692,"The beauties : an epistle to Eckardt, the painter, 1746 July.",3,w,"Originally published ""without the author's knowledge"" in 1746 by M. Cooper.",y,dm
1763692,"The beauties : an epistle to Eckardt, the painter, 1746 July.",4,o,Photostats of two unidentified copies are filed in the Walpole Mss File.,y,dm
1763693,"Epilogue to Tamerlane on the suppression of the rebellion by the battle of Culloden spoken by Mrs. Pritchard in the character of the comic muse, 1746 November 4.",1,o,"Transcription by Horace Walpole, with annotations, in his commonplace book of poems, pp. 159-62.",y,dm
1763693,"Epilogue to Tamerlane on the suppression of the rebellion by the battle of Culloden spoken by Mrs. Pritchard in the character of the comic muse, 1746 November 4.",2,o,"Horace Walpole's note: It was printed the next day by Dodsley, and afterwards by him in the second volume of his Collection of Poems.",y,dm
1763697,"Imitation of Lucan (Lib. 1 v. 32) : addressed to Mr. Pitt, 1746 October.",1,o,"Transcribed by Horace Walpole, with annotations, in his commonplace book of poems, pp. 163-6.",y,dm
1763699,"A parallel of Sir Robert Walpole and Mr. Pelham, 1747.",1,o,2 pages blank.,y,dm
1763699,"A parallel of Sir Robert Walpole and Mr. Pelham, 1747.",2,o,Horace Walpole's note: This has been inserted by the author with some slight alterations in the Memoires of the year 1751.,y,dm
1763699,"A parallel of Sir Robert Walpole and Mr. Pelham, 1747.",3,o,"Transcribed by Horace Walpole, with annotations in his commonplace book of poems, pp. 165-72.",y,dm
1763699,"A parallel of Sir Robert Walpole and Mr. Pelham, 1747.",4,w,"Published in Memoirs of King George II, 1985 ed. John Brooke, i. 153-7.",y,dm
1763700,"A letter to the Right Honorable Lady Caroline Fox, 1748.",1,o,"Transcribed by Horace Walpole, with annotations, in his commonplace book of poems, pp. 171-4.",y,dm
1763700,"A letter to the Right Honorable Lady Caroline Fox, 1748.",2,w,"Published in The World, January 1757. Also in YWC 30. Appendix 6, entitled ""Walpole's character of Henry Fox, 1748.""",y,dm
1763806,"Mac-Hack-Shock-Knock-O-Thunder-Blood : late king of the Mohocks to Richard Rigby, 1748.",1,o,"Transcribed by Horace Walpole, with annotations, in his commonplace book of poems, pp. 175-6.",y,dm
1763806,"Mac-Hack-Shock-Knock-O-Thunder-Blood : late king of the Mohocks to Richard Rigby, 1748.",2,w,Published in YWC 30. Appendix 5: Walpole's letter from the King of the Mohocks to Richard Rigby.,y,dm
1763808,"Verses on the fireworks for the peace, 1749.",1,o,"Transcribed by Horace Walpole, with annotations, in his commonplace book of poems, pp. 177-8.",y,dm
1763810,"Speech in the House of Commons for an address to the king, 17 January 1751.",1,o,"Transcribed by Horace Walpole, with annotations, in his commonplace book of poems, pp. 179-84.",y,dm
1763810,"Speech in the House of Commons for an address to the king, 17 January 1751.",2,w,"Published in Memoirs of King George II, 1985, ed. John Brooke, iii, Appendix 4.154-8.",y,dm
1763811,"Epigram on Admiral Vernon presiding over the herring fishery, [1750].",1,o,"Transcribed by Horace Walpole, in his commonplace book of poems, p. 180.",y,dm
1763811,"Epigram on Admiral Vernon presiding over the herring fishery, [1750].",2,w,Published in Horace Walpole's Works i. 30.,y,dm
1763813,"Epigram, 1750.",1,w,First line: When Whitfield preaches and when Whiston writes.,y,dm
1763813,"Epigram, 1750.",2,o,"Transcribed by Horace Walpole in his commonplace book of poems, p. 180.",y,dm
1763813,"Epigram, 1750.",3,w,Published in YWC 20.134.,y,dm
1763816,"The funeral of the lioness : a fable imitated from La Fontaine, 1751.",1,o,"Transcribed by Horace Walpole, with annotations, in his commonplace book of poems, pp. 185-8.",y,dm
1763816,"The funeral of the lioness : a fable imitated from La Fontaine, 1751.",2,w,"Published in Horace Walpole's Works, 1798, iv. 377-80.",y,dm
1763816,"The funeral of the lioness : a fable imitated from La Fontaine, 1751.",3,w,Photostat of a copy in the Merritt Collection at Harvard is filed in Horace Walpole Mss. Verse.,y,dm
1763818,"The World : [contributions in] nos. 6, 8, 10, 14, 28, 1753.",1,o,"Transcribed by Horace Walpole, with annotations, in his commonplace book of poems, pp. 189-218.",y,dm
1763818,"The World : [contributions in] nos. 6, 8, 10, 14, 28, 1753.",2,w,"Includes: no. 6, 8 Feb. 1753, on the theatre; no. 8, 22 Feb 1753, on theodore, Prince of Corsica; no. 10, 8 Mar 1753, on festivals and holidays; no. 14, 5 Apr 1753, on letter-writing; and no. 28, 12 Jul 1753, on loving older women.",y,dm
1763821,"The judgment of Solomon, 1753 November.",1,o,2 pages blank.,y,dm
1763821,"The judgment of Solomon, 1753 November.",2,o,"Transcribed by Horace Walpole, with annotations, in his commonplace book of poems, pp. 218-22.",y,dm
1763822,"The entail : a fable, 1754 July.",1,o,"Transcribed by Horace Walpole, with annotations, in his commonplace book of poems, pp. 221-4.",y,dm
1763822,"The entail : a fable, 1754 July.",2,w,"Published in Horace Walpole's Works, 1798, i. 28-9.",y,dm
